# data log file generated by Analog Flavor - Easy LV | HV																
# connected crate: WIENER MPOD - 4590036																
# connection: snmp://129.57.196.26:161:guru																
# modules:																
#   module0 : E08C0 - 736790 - slot 2																
Time	Vmeas(module0.Channel 0)	Imeas(module0.Channel 0)	Vmeas(module0.Channel 1)	Imeas(module0.Channel 1)	Vmeas(module0.Channel 2)	Imeas(module0.Channel 2)	Vmeas(module0.Channel 3)	Imeas(module0.Channel 3)	Vmeas(module0.Channel 4)	Imeas(module0.Channel 4)	Vmeas(module0.Channel 5)	Imeas(module0.Channel 5)	Vmeas(module0.Channel 6)	Imeas(module0.Channel 6)	Vmeas(module0.Channel 7)	Imeas(module0.Channel 7)
220.693	-1.24E-01	3.76E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
221.193	-1.24E-01	3.76E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
221.703	-1.24E-01	3.76E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
222.203	-1.23E-01	3.76E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.96E-05	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
222.713	-1.23E-01	3.76E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.96E-05	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
223.213	-1.23E-01	3.76E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
223.725	-1.23E-01	3.76E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
224.236	-1.23E-01	3.76E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
224.736	-1.23E-01	3.76E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
225.238	-1.22E-01	3.76E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
225.738	-1.22E-01	3.76E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
226.242	-1.23E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.96E-05	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
226.750	-1.23E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.96E-05	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
227.250	-1.23E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
227.756	-1.23E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
228.256	-1.23E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
228.778	-1.23E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
229.283	-1.23E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
229.783	-1.23E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
230.295	-1.23E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
230.795	-1.23E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
231.300	-1.23E-01	3.73E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
231.801	-1.23E-01	3.73E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
232.315	-1.23E-01	3.72E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
232.821	-1.23E-01	3.72E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
233.321	-1.22E-01	3.72E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
233.824	-1.22E-01	3.73E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
234.324	-1.22E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
234.830	-1.22E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
235.340	-1.22E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
235.847	-1.22E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-6.62E-05	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
236.360	-1.22E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-6.62E-05	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
236.872	-1.21E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.96E-05	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
237.387	-1.21E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.13E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
237.891	-1.21E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
238.396	-1.21E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
238.905	-1.21E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
239.405	-1.21E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.96E-05	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
239.917	-1.21E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.96E-05	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
240.417	-1.21E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
240.924	-1.21E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
241.436	-1.21E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
241.936	-1.21E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
242.448	-1.21E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
242.948	-1.22E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
243.449	-1.22E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
243.953	-1.22E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
244.459	-1.22E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
244.954	-1.22E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
245.454	-1.22E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
245.963	-1.22E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
246.468	-1.22E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
246.980	-1.22E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
247.484	-1.22E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
247.984	-1.22E-01	3.75E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
248.498	-1.22E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
248.998	-1.22E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
249.511	-1.22E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
250.023	-1.22E-01	3.73E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
250.526	-1.22E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
251.037	-1.22E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
251.537	-1.22E-01	3.74E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
252.037	-1.22E-01	3.73E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
252.541	-1.22E-01	3.73E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
253.050	-1.22E-01	3.72E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.00E-09	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
253.554	-1.22E-01	3.72E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.00E-09	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
254.054	-1.22E-01	3.72E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
254.562	-1.22E-01	3.72E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
255.066	-1.22E-01	3.72E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
255.578	-1.22E-01	3.71E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
256.084	-1.21E-01	3.72E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
256.584	-1.21E-01	3.71E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
257.094	-1.22E-01	3.71E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
257.594	-1.22E-01	3.71E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
258.097	-1.22E-01	3.71E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
258.606	-1.21E-01	3.70E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
259.108	-1.22E-01	3.71E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
259.610	-1.21E-01	3.71E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
260.110	-1.22E-01	3.71E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
260.618	-1.21E-01	3.72E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
261.128	-1.21E-01	3.72E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
261.638	-1.21E-01	3.72E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
262.143	-1.21E-01	3.72E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
262.643	-1.21E-01	3.71E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
263.152	-1.21E-01	3.71E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
263.659	-1.21E-01	3.70E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
264.168	-1.21E-01	3.71E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
264.681	-1.21E-01	3.70E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
265.192	-1.21E-01	3.70E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
265.716	-1.21E-01	3.70E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
266.216	-1.21E-01	3.70E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
266.725	-1.21E-01	3.70E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.00E-09	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
267.230	-1.21E-01	3.70E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
267.742	-1.21E-01	3.70E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
268.247	-1.21E-01	3.69E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
268.747	-1.21E-01	3.69E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
269.260	-1.21E-01	3.69E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
269.761	-1.21E-01	3.69E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
270.273	-1.21E-01	3.69E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
270.779	-1.21E-01	3.69E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
271.282	-1.20E-01	3.69E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
271.782	-1.20E-01	3.69E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-4.29E-05	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
272.289	-1.20E-01	3.69E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
272.804	-1.20E-01	3.68E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
273.304	-1.20E-01	3.68E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
273.814	-1.20E-01	3.68E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
274.335	-1.20E-01	3.69E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
274.829	-1.20E-01	3.68E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
275.335	-1.20E-01	3.69E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
275.848	-1.20E-01	3.68E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.00E-09	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
276.349	-1.19E-01	3.68E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
276.851	-1.19E-01	3.69E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
